CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
15738,MRS.,ABIGAIL,MILLER,1941-07-23,M,F,abigail51@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y
15740,MR.,JOHNNY,KUMAR,1942-04-11,M,M,johnny8@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
15741,MRS.,ISABELLA,ALLEN,1942-10-11,M,F,isabella55@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
15748,MR.,AUSTIN,JENKINS,1944-06-09,M,M,austin2@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y
15750,MS.,KAITLIN,MARTINEZ,1973-10-20,M,F,kaitlin16@adventure-works.com,"$70,000 ",0,Partial College,Professional,N
15751,MRS.,KRISTEN,XU,1955-02-25,S,F,kristen11@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
15752,MR.,BOBBY,RODRIGUEZ,1955-10-02,M,M,bobby11@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
15753,MRS.,MARGARET,LI,1956-12-22,S,F,margaret10@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
15754,MRS.,CRYSTAL,XU,1956-06-23,S,F,crystal13@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
15759,MS.,ERIN,BROOKS,1973-11-07,M,F,erin5@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
15765,MR.,GILBERT,DENG,1959-10-18,M,M,gilbert22@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
15766,MS.,PRISCILLA,BLACK,1959-08-16,S,F,priscilla19@adventure-works.com,"$160,000 ",0,Graduate Degree,Management,N
15770,MR.,XAVIER,BROOKS,1966-10-11,S,M,xavier67@adventure-works.com,"$150,000 ",0,Bachelors,Management,N
15772,MR.,CHRISTOPHER,ANDERSON,1957-03-13,M,M,christopher10@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,N
15773,MR.,DYLAN,JENKINS,1957-10-03,M,M,dylan5@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,N
15777,MRS.,BRIANNA,SMITH,1957-01-21,M,F,brianna0@adventure-works.com,"$60,000 ",2,High School,Professional,N
15780,MRS.,CLAUDIA,MCDONALD,1957-05-14,M,F,claudia3@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
15781,MR.,BLAKE,EVANS,1957-04-02,M,M,blake45@adventure-works.com,"$80,000 ",2,Bachelors,Management,Y
15784,MRS.,REBEKAH,VAZQUEZ,1967-09-04,M,F,rebekah34@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y
15786,MR.,MARSHALL,ANDERSEN,1962-11-03,M,M,marshall33@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
15787,MRS.,CYNTHIA,GONZALEZ,1961-05-21,S,F,cynthia24@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
15792,MR.,ERNEST,ZHOU,1960-02-10,M,M,ernest8@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
15794,MRS.,TONYA,CHANDER,1965-06-21,M,F,tonya15@adventure-works.com,"$80,000 ",5,Bachelors,Professional,N
15796,MR.,EDWARD,HAYES,1965-05-11,M,M,edward71@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
15798,MS.,ANNE,MUNOZ,1964-09-19,S,F,anne8@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
15800,MR.,ALBERTO,SERRANO,1959-12-11,S,M,alberto16@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y
15802,MS.,BRIDGET,KUMAR,1963-04-24,S,F,bridget9@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
15804,MRS.,BRITTNEY,LIU,1962-08-20,M,F,brittney3@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
15805,MRS.,DAWN,LIN,1962-03-02,M,F,dawn9@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
15809,MR.,CHRISTIAN,SHARMA,1960-09-15,M,M,christian16@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
15810,MRS.,REGINA,KAPOOR,1960-09-06,M,F,regina1@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,N
15814,MS.,MONICA,SUBRAM,1976-04-16,S,F,monica13@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
15819,MS.,SAVANNAH,COX,1980-09-15,S,F,savannah9@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y
15824,MS.,LINDSAY,KUMAR,1977-06-02,S,F,lindsay7@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,Y
15825,MS.,ANGELA,SIMMONS,1976-06-04,S,F,angela18@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
15827,MS.,DANIELLE,WARD,1979-05-07,S,F,danielle14@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
15828,MRS.,ROBYN,RAMOS,1939-11-21,M,F,robyn13@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
15834,MS.,REBECCA,GREEN,1976-03-25,S,F,rebecca16@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N
15836,MR.,DEVIN,JACKSON,1976-04-15,S,M,devin10@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N
15840,MS.,NATALIE,PETERSON,1972-02-26,M,F,natalie17@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,Y
15841,MR.,LUIS,SHAN,1972-05-14,S,M,luis31@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
15845,MS.,MACKENZIE,CARTER,1968-12-18,M,F,mackenzie32@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
15848,MRS.,GABRIELLE,HERNANDEZ,1968-08-27,M,F,gabrielle60@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y
15849,MS.,DESTINY,KELLY,1967-03-02,S,F,destiny46@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y
15855,MR.,NOAH,JONES,1963-04-17,M,M,noah60@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
15858,MR.,JONATHAN,PARKER,1959-06-15,M,M,jonathan37@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
15861,MR.,DAMIEN,ZHAO,1972-05-26,S,M,damien8@adventure-works.com,"$40,000 ",4,Partial College,Clerical,Y
15862,MS.,SRINIWA,NARAYANAN,1972-12-07,S,F,sriniwa0@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
15863,MR.,ADAM,SCOTT,1973-08-03,M,M,adam44@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
15865,MRS.,ISABEL,PRICE,1971-04-14,S,F,isabel0@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
15874,MR.,SAMUEL,MARTIN,1944-06-12,M,M,samuel53@adventure-works.com,"$70,000 ",4,Bachelors,Management,N
15877,MR.,JORDAN,PEREZ,1945-10-11,M,M,jordan57@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
15883,MR.,TRISTAN,COLEMAN,1945-11-13,M,M,tristan6@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
15884,MR.,DAKOTA,BRADLEY,1945-07-07,M,M,dakota0@adventure-works.com,"$60,000 ",4,Bachelors,Management,N
15885,MR.,GARRETT,SANCHEZ,1946-05-18,S,M,garrett22@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
15887,MRS.,DEANNA,VAZQUEZ,1946-08-12,M,F,deanna41@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y
15893,MRS.,YOLANDA,XU,1948-11-15,M,F,yolanda4@adventure-works.com,"$40,000 ",2,High School,Professional,Y
15896,MR.,SAMUEL,JONES,1948-06-17,M,M,samuel61@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y
15899,MR.,IAN,JAMES,1949-07-01,M,M,ian64@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
15900,MR.,WYATT,ROBERTS,1950-03-28,S,M,wyatt42@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y
15902,MR.,ROBERT,DIAZ,1950-04-25,M,M,robert33@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
15905,MRS.,TAYLOR,TAYLOR,1951-04-18,S,F,taylor56@adventure-works.com,"$70,000 ",2,High School,Professional,Y
15908,MR.,DAVID,WILSON,1951-09-20,M,M,david65@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
15909,MRS.,CASSIDY,ROSS,1951-09-07,M,F,cassidy4@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
15911,MRS.,MARIA,BAKER,1952-04-26,M,F,maria58@adventure-works.com,"$60,000 ",2,High School,Professional,Y
15912,MRS.,MYA,SIMMONS,1952-03-07,S,F,mya15@adventure-works.com,"$60,000 ",3,High School,Professional,Y
15914,MR.,LOGAN,BRYANT,1952-08-22,S,M,logan19@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
15915,MR.,ALEX,COX,1952-07-11,S,M,alex14@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
15917,MRS.,EMILY,WHITE,1952-09-20,M,F,emily13@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
15920,MR.,COLIN,WU,1957-08-14,S,M,colin7@adventure-works.com,"$100,000 ",2,Partial College,Professional,Y
15921,MR.,DONALD,PATEL,1957-11-26,S,M,donald5@adventure-works.com,"$100,000 ",2,Partial College,Professional,Y
15925,MR.,STANLEY,SUBRAM,1956-06-27,M,M,stanley14@adventure-works.com,"$110,000 ",3,Partial College,Professional,N
15926,MRS.,DONNA,DENG,1956-02-12,S,F,donna2@adventure-works.com,"$120,000 ",3,High School,Professional,Y
15927,MR.,GILBERT,HUANG,1956-12-04,S,M,gilbert5@adventure-works.com,"$120,000 ",3,High School,Professional,Y
15929,MRS.,KARLA,RAJI,1956-08-10,M,F,karla22@adventure-works.com,"$150,000 ",3,High School,Professional,Y
15937,MRS.,GRACE,LEWIS,1965-05-12,M,F,grace20@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
15938,MR.,SEAN,COLLINS,1965-07-09,M,M,sean33@adventure-works.com,"$100,000 ",4,Partial College,Professional,Y
15940,MR.,JACK,BRYANT,1965-11-27,M,M,jack18@adventure-works.com,"$100,000 ",4,Partial College,Professional,Y
15942,MR.,LUCAS,RODRIGUEZ,1964-08-09,M,M,lucas34@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
15946,MR.,WYATT,WILSON,1964-07-20,S,M,wyatt7@adventure-works.com,"$110,000 ",3,Bachelors,Management,N
15947,MRS.,MICHELLE,BLUE,1964-10-12,M,F,michelle14@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y
15951,MRS.,JENNA,BAKER,1956-10-13,M,F,jenna16@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
15952,MR.,EVAN,COOPER,1956-06-20,M,M,evan9@adventure-works.com,"$90,000 ",2,Partial College,Professional,N
15957,MR.,SAMUEL,ROSS,1963-11-15,S,M,samuel2@adventure-works.com,"$130,000 ",3,Bachelors,Management,N
15958,MRS.,NICOLE,ROSS,1962-04-06,M,F,nicole52@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y
15961,MRS.,ASHLEY,WALKER,1962-04-23,S,F,ashley24@adventure-works.com,"$150,000 ",1,Partial College,Professional,N
15962,MR.,BENJAMIN,WINTER,1961-01-11,S,M,benjamin49@adventure-works.com,"$90,000 ",4,High School,Professional,Y
15964,MR.,STEVEN,COX,1961-10-03,S,M,steven20@adventure-works.com,"$130,000 ",1,Bachelors,Management,N
15967,MR.,DAKOTA,DIAZ,1955-06-16,M,M,dakota18@adventure-works.com,"$70,000 ",4,High School,Professional,Y
15969,MR.,SEAN,MURPHY,1955-06-01,S,M,sean22@adventure-works.com,"$90,000 ",2,High School,Professional,Y
15970,MR.,SAMUEL,THOMPSON,1954-09-06,S,M,samuel54@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,N
15972,MRS.,CAITLIN,BAILEY,1935-10-02,M,F,caitlin13@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y
15973,MR.,CHRISTOPHER,GARCIA,1936-11-23,M,M,christopher16@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y
15977,MRS.,JULIA,HARRIS,1960-03-15,M,F,julia35@adventure-works.com,"$90,000 ",4,High School,Professional,Y
15979,MRS.,NICOLE,COOK,1960-06-14,M,F,nicole30@adventure-works.com,"$90,000 ",4,High School,Professional,Y
15980,MRS.,GABRIELLE,MORGAN,1960-05-22,S,F,gabrielle5@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y
15985,MR.,DEVIN,JOHNSON,1960-06-18,M,M,devin1@adventure-works.com,"$170,000 ",1,Bachelors,Management,Y
15987,MRS.,NICOLE,KELLY,1954-09-25,M,F,nicole46@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,Y
15988,MR.,EDWARD,MOORE,1954-05-12,M,M,edward30@adventure-works.com,"$70,000 ",3,High School,Professional,Y
15993,MR.,SPENCER,COLEMAN,1953-05-22,M,M,spencer7@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
15994,MRS.,OLIVIA,BLUE,1952-11-01,M,F,olivia49@adventure-works.com,"$40,000 ",3,Partial College,Professional,N
15999,MRS.,MARIA,HILL,1937-07-23,M,F,maria63@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y
16000,MRS.,GABRIELLE,RAMIREZ,1937-09-27,M,F,gabrielle16@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y
16001,MR.,RICARDO,PAL,1937-10-25,M,M,ricardo12@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y
16002,MRS.,PAIGE,HAYES,1937-02-10,M,F,paige22@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
16003,MRS.,CAROL,ROBINSON,1937-10-27,M,F,carol17@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y
16004,MR.,JOE,MARTINEZ,1938-11-19,M,M,joe20@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
16008,MRS.,MORGAN,ALLEN,1939-07-16,M,F,morgan21@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
16011,MRS.,MARIA,MURPHY,1940-09-06,M,F,maria8@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y
16013,MR.,XAVIER,WILLIAMS,1968-07-21,S,M,xavier2@adventure-works.com,"$90,000 ",4,Partial College,Skilled Manual,N
16015,MS.,JESSICA,COOPER,1979-02-03,S,F,jessica11@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N
16018,MS.,EMMA,HENDERSON,1979-05-02,S,F,emma51@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
16021,MS.,SHELBY,SANCHEZ,1978-10-26,S,F,shelby24@adventure-works.com,"$40,000 ",0,Partial High School,Clerical,N
16022,MR.,DEVIN,HERNANDEZ,1978-07-20,S,M,devin24@adventure-works.com,"$40,000 ",0,Partial High School,Clerical,N
16024,MR.,ISAAC,HILL,1978-08-17,M,M,isaac35@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y
16025,MR.,JORGE,SUN,1945-03-07,M,M,jorge15@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y
16028,MR.,CODY,COOPER,1946-01-28,M,M,cody9@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
16031,MR.,IAN,ALLEN,1947-10-10,M,M,ian23@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
16032,MR.,COLIN,CHAVEZ,1948-01-15,M,M,colin38@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y
16034,MRS.,PAMELA,SURI,1962-12-11,M,F,pamela3@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y
16035,MR.,SEBASTIAN,MORGAN,1962-06-18,M,M,sebastian13@adventure-works.com,"$20,000 ",1,Graduate Degree,Manual,Y
16037,MRS.,MELISSA,KELLY,1961-05-08,M,F,melissa25@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y
16040,MR.,CASEY,GILL,1962-10-07,M,M,casey37@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y
16042,MR.,IAN,HALL,1936-07-21,S,M,ian22@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y
16043,MR.,MATHEW,ROMERO,1958-03-13,S,M,mathew5@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y
16046,MRS.,ROBYN,GOMEZ,1958-08-20,S,F,robyn0@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y
16049,MRS.,ASHLEE,NARA,1957-05-12,M,F,ashlee1@adventure-works.com,"$10,000 ",1,Partial College,Manual,Y
16050,MR.,REGINALD,MORENO,1957-03-11,M,M,reginald13@adventure-works.com,"$10,000 ",1,Partial College,Manual,Y
16051,MR.,LEONARD,XU,1956-09-18,M,M,leonard6@adventure-works.com,"$20,000 ",1,Bachelors,Clerical,Y
16053,MR.,FREDERICK,PEREZ,1956-06-18,M,M,frederick18@adventure-works.com,"$20,000 ",1,Bachelors,Clerical,Y
16054,MR.,HECTOR,ORTEGA,1956-06-19,S,M,hector19@adventure-works.com,"$20,000 ",1,Bachelors,Clerical,Y
16057,MRS.,MICHELE,GOMEZ,1955-12-14,M,F,michele36@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
16058,MRS.,MARGARET,ZHANG,1954-06-04,M,F,margaret7@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
16059,MR.,J�SUS,CARLSON,1938-10-11,M,M,j�sus17@adventure-works.com,"$20,000 ",1,Bachelors,Clerical,Y
16060,MR.,ANTONIO,GRIFFIN,1970-10-27,M,M,antonio21@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
16063,MR.,FRANCISCO,KAPOOR,1970-07-16,M,M,francisco2@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
16067,MRS.,MARIA,BUTLER,1969-04-20,S,F,maria36@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,N
16068,MR.,JERRY,SHEN,1969-03-03,S,M,jerry2@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,N
16072,MR.,CALEB,EVANS,1971-10-12,M,M,caleb29@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
16077,MRS.,STEPHANIE,ROGERS,1971-06-01,M,F,stephanie6@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
16079,MRS.,NATALIE,CARTER,1971-09-07,M,F,natalie53@adventure-works.com,"$80,000 ",1,Graduate Degree,Professional,Y
16081,MR.,ARTURO,CAI,1968-03-21,M,M,arturo23@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
16083,MRS.,MINDY,RAJE,1967-07-03,M,F,mindy18@adventure-works.com,"$40,000 ",5,High School,Skilled Manual,Y
16085,MR.,TREVOR,GONZALES,1970-01-10,M,M,trevor17@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
16090,MRS.,EMMA,WHITE,1967-07-04,S,F,emma12@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
16092,MS.,JESSICA,BRYANT,1966-01-02,M,F,jessica42@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
16096,MR.,KENNETH,SHE,1969-01-25,M,M,kenneth1@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
16097,MRS.,JESSICA,STEWART,1969-11-05,S,F,jessica0@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
16098,MRS.,JASMINE,DIAZ,1969-09-06,M,F,jasmine61@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
16102,MR.,MARCUS,ALEXANDER,1965-08-14,S,M,marcus68@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
16108,MR.,BRYCE,HOWARD,1964-06-24,S,M,bryce10@adventure-works.com,"$60,000 ",4,Bachelors,Skilled Manual,N
16110,MR.,BRANDON,LONG,1964-07-01,M,M,brandon7@adventure-works.com,"$60,000 ",4,Bachelors,Skilled Manual,Y
16113,MR.,ROGER,LAL,1963-02-13,S,M,roger36@adventure-works.com,"$70,000 ",4,Bachelors,Professional,N
16117,MR.,BRAD,LAL,1962-11-02,M,M,brad8@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
16119,MRS.,HAILEY,WATSON,1961-09-12,M,F,hailey18@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
16124,MR.,EDUARDO,MURPHY,1961-11-03,M,M,eduardo82@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
16129,MRS.,JORDYN,RUSSELL,1960-10-11,S,F,jordyn18@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
16132,MRS.,SIERRA,NELSON,1960-12-03,M,F,sierra9@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
16135,MS.,CHELSEA,RAMAN,1967-07-01,S,F,chelsea13@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N
16138,MR.,DAVID,BUTLER,1967-02-09,S,M,david47@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,N
16139,MRS.,JACQUELINE,ALEXANDER,1960-08-25,M,F,jacqueline19@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
16145,MRS.,SYDNEY,ANDERSON,1959-10-25,S,F,sydney73@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
16148,MRS.,KAREN,WALKER,1958-03-26,M,F,karen9@adventure-works.com,"$80,000 ",1,Partial College,Skilled Manual,Y
16151,MRS.,CHLOE,SANCHEZ,1958-01-03,M,F,chloe46@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
16156,MR.,JAVIER,HERNANDEZ,1969-09-11,M,M,javier0@adventure-works.com,"$90,000 ",1,Graduate Degree,Management,Y
16159,MRS.,MINDY,GOLDBERG,1969-06-21,M,F,mindy24@adventure-works.com,"$100,000 ",1,Graduate Degree,Management,Y
16160,MRS.,ERIKA,HERNANDEZ,1968-06-20,M,F,erika3@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
16164,MRS.,AMY,LIANG,1967-02-02,S,F,amy23@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
16166,MRS.,APRIL,GOEL,1967-08-10,M,F,april15@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
16174,MRS.,MELINDA,HERNANDEZ,1965-03-24,S,F,melinda0@adventure-works.com,"$60,000 ",3,Bachelors,Professional,N
16175,MR.,TONY,SHAN,1965-09-05,S,M,tony13@adventure-works.com,"$60,000 ",3,Bachelors,Professional,N
16177,MS.,BETHANY,NATH,1968-09-10,S,F,bethany22@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
16179,MRS.,JAMIE,ZHAO,1968-08-22,S,F,jamie13@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
16180,MR.,KYLE,PEREZ,1965-08-22,S,M,kyle33@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
16184,MRS.,CHRISTINE,SHE,1964-06-06,M,F,christine0@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
16185,MR.,GRANT,RAJI,1964-12-13,S,M,grant23@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
16186,MS.,BETHANY,RAJI,1974-07-25,S,F,bethany2@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
16187,MR.,LOUIS,HU,1980-08-17,S,M,louis15@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
16189,MS.,AMANDA,HUGHES,1979-04-02,M,F,amanda32@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
16192,MS.,MARIE,LOPEZ,1978-06-04,S,F,marie18@adventure-works.com,"$30,000 ",0,High School,Manual,N
16193,MR.,VICTOR,RUBIO,1978-06-20,S,M,victor21@adventure-works.com,"$30,000 ",0,High School,Manual,N
16197,MS.,HEIDI,PRASAD,1972-08-19,S,F,heidi11@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
16200,MS.,JULIA,EDWARDS,1971-04-18,S,F,julia3@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
16201,MR.,ROSS,MARTIN,1971-09-06,S,M,ross21@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
16206,MRS.,CINDY,LEWIS,1971-05-19,S,F,cindy21@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
16211,MR.,JESSE,ROBERTS,1974-11-23,S,M,jesse28@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
16212,MRS.,JACQUELINE,RIVERA,1930-01-03,M,F,jacqueline41@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
16213,MS.,KAYLEE,TURNER,1966-05-16,S,F,kaylee26@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
16216,MR.,CHARLES,MITCHELL,1966-09-27,S,M,charles39@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
16217,MS.,AMANDA,GONZALES,1966-09-25,S,F,amanda38@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
16219,MR.,ANGEL,SANDERS,1953-11-22,M,M,angel2@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
16220,MRS.,MEGAN,RUSSELL,1953-07-06,M,F,megan67@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
16222,MR.,BRANDON,ANDERSON,1953-12-18,M,M,brandon30@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
16223,MR.,CARLOS,COLLINS,1953-05-18,M,M,carlos28@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
16224,MR.,JACOB,MARTINEZ,1953-07-20,M,M,jacob13@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
16225,MR.,WYATT,NELSON,1953-10-12,M,M,wyatt38@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
16227,MR.,ERIC,LOPEZ,1954-06-18,M,M,eric53@adventure-works.com,"$30,000 ",1,High School,Clerical,Y
16228,MR.,RAFAEL,ZHU,1955-12-27,M,M,rafael15@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16229,MR.,WAYNE,CHANDE,1955-05-20,M,M,wayne17@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16232,MR.,CHASE,RICHARDSON,1955-10-06,M,M,chase9@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16234,MR.,WYATT,MARTIN,1956-05-07,M,M,wyatt15@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16235,MR.,SEBASTIAN,MORRIS,1956-02-17,M,M,sebastian17@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16236,MR.,NICHOLAS,MARTINEZ,1956-12-16,M,M,nicholas18@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16238,MRS.,ANN,ARUN,1957-12-02,M,F,ann12@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
16241,MRS.,ISABEL,BUTLER,1958-10-08,S,F,isabel13@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
16244,MR.,GREGORY,KUMAR,1958-12-19,M,M,gregory12@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
16248,MRS.,ALYSSA,ROSS,1959-02-28,S,F,alyssa50@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
16249,MR.,JESSE,RIVERA,1959-12-05,M,M,jesse17@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
